ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle,Contribution
R11,Science,R25844,Selective hydrogenation of acetylene in an ethylene-rich stream over silica supported Ag-Ni bimetallic catalysts,R25845
R11,Science,R25858,Beyond the use of modifiers in selective alkyne hydrogenation: silver and gold nanocatalysts in flow mode for sustainable alkene production,R25860
R11,Science,R25858,Beyond the use of modifiers in selective alkyne hydrogenation: silver and gold nanocatalysts in flow mode for sustainable alkene production,R25859
R11,Science,R25853,Semihydrogenation of Acetylene on Indium Oxide: Proposed Single-Ensemble Catalysis,R25854
R11,Science,R25868,Selective Hydrogenation of Polyunsaturated Fatty Acids Using Alkanethiol Self-Assembled Monolayer-Coated Pd/Al2O3 Catalysts,R25869
R11,Science,R25861,One-step Synthesis of Core-Gold/Shell- Ceria Nanomaterial and Its Catalysis for Highly Selective Semi- hydrogenation of Alkynes,R25862
R11,Science,R25863,"Green, Multi-Gram One-Step Synthesis of Core-Shell Nanocomposites in Water and Their Catalytic Application to Chemoselective Hydrogenations",R25864
R11,Science,R25855,Crystal-Facet Effect of γ-Al2O3 on Supporting CrOx for Catalytic Semihydrogenation of Acetylene,R25856
R11,Science,R25865,Pd-Pb Alloy Nanocrystals with Tailored Composition for Semihydrogenation: Taking Advantage of Catalyst Poisoning,R25866
R11,Science,R25865,Pd-Pb Alloy Nanocrystals with Tailored Composition for Semihydrogenation: Taking Advantage of Catalyst Poisoning,R25867
R11,Science,R25870,Selective ensembles in supported palladium sulfide nanoparticles for alkyne semi-hydrogenation,R25871
R11,Science,R25872,Metal-Ligand Core-Shell Nanocomposite Catalysts for the Selective Semihydrogenation of Alkynes,R25873
R11,Science,R25846,Al13Fe4 as a low-cost alternative for palladium in heterogeneous hydrogenation,R25847
R11,Science,R25876,A Pd- Cu2O nanocomposite as an effective synergistic catalyst for selective semi-hydrogenation of the terminal alkynes only,R25877
R11,Science,R25838,Gold(III) – metal organic framework bridges the gap between homogeneous and heterogeneous gold catalysts,R25839
R11,Science,R25874,Dual Pd and CuFe2O4 nanoparticles encapsulated in a core/shell silica microsphere for selective hydrogenation of arylacetylenes,R25875
R11,Science,R25880,Palladium nanoparticles supported on mpg-C3N4 as active catalyst for semihydrogenation of phenylacetylene under mild conditions,R25881
R11,Science,R25878,Selective Semihydrogenation of Alkynes Catalyzed by Pd Nanoparticles Immobilized on Heteroatom-Doped Hierarchical Porous Carbon Derived from Bamboo Shoots,R25879
R11,Science,R25888,Formation and Characterization of PdZn Alloy: A Very Selective Catalyst for Alkyne Semihydrogenation,R25889
R11,Science,R25890,Design of a difunctional Zn- Ti LDHs supported PdAu catalyst for selective hydrogenation of phenylacetylene,R25891
R11,Science,R25892,Palladium–gold single atom alloy catalysts for liquid phase selective hydrogenation of 1-hexyne,R25893
R11,Science,R25886,Achieving the Trade-Off between Selectivity and Activity in Semihydrogenation of Alkynes by Fabrication of (Asymmetrical Pd@Ag Core)@(CeO2 Shell) Nanocatalysts via Autoredox Reaction,R25887
R11,Science,R25882,Interstitial modification of palladium nanoparticles with boron atoms as a green catalyst for selective hydrogenation,R25883
R11,Science,R25894,Single atom alloy surface analogs in Pd0.18Cu15 nanoparticles for selective hydrogenation reactions,R25895
R11,Science,R25896,A stable single-site palladium catalyst for hydrogenations,R25897
R11,Science,R25902,Dry reagent dipstick test combined with 23S rRNA PCR for molecular diagnosis of bacterial infection in arthroplasty,R25903
R11,Science,R25904,Optimization of DNA-tagged dye-encapsulating liposomes for lateral-flow assays based on sandwich hybridization,R25905
R11,Science,R25884,Design of Core-Pd/Shell-Ag Nanocomposite Catalyst for Selective Semihydrogenation of Alkynes,R25885
R11,Science,R25908,"Development, Characterization, and Diagnostic Applications of Monoclonal Antibodies against Bovine Rotavirus",R25909
R11,Science,R25906,"LEPTO dipstick, a dipstick assay for detection of Leptospira-specific immunoglobulin M antibodies in human sera.",R25907
R11,Science,R25914,Diagnosis of Schistosomiasis by Reagent Strip Test for Detection of Circulating Cathodic Antigen,R25915
R11,Science,R25898,Merging Single-Atom-Dispersed Silver and Carbon Nitride to a Joint Electronic System via Copolymerization with Silver Tricyanomethanide,R25899
R11,Science,R25916,An amplification-free hybridization-based DNA assay to detect Streptococcus pneumoniae utilizing the up-converting phosphor technology,R25917
R11,Science,R25912,"Development of a rapid, simple dipstick dye immunoassay for schistosomiasis diagnosis",R25913
R11,Science,R25910,Immunochromatographic assay for simple and rapid detection of Satsuma dwarf virus and related viruses using monoclonal antibodies,R25911
R11,Science,R25921,fluorescence resonance energy transfer ,R25922
R11,Science,R25925,One-step competitive immunochromatographic assay for semiquantitative determination of lipoprotein(a) in plasma,R25926
R11,Science,R25927,Lateral Flow Immunoassay Using Europium (III) Chelate Microparticles and Time-Resolved Fluorescence for Eosinophils and Neutrophils in Whole Blood,R25928
R11,Science,R25934,Development of a One Step Strip Test for the Detection of (Dihydro)streptomycin Residues in Raw Milk,R25935
R11,Science,R25932,Immunochromatographic assay for determination of botulinum neurotoxin type D,R25933
R11,Science,R25936,Rapid Determination of Fumonisin B1in Food Samples by Enzyme-Linked Immunosorbent Assay and Colloidal Gold Immunoassay,R25937
R11,Science,R25938,Development of an Ultrarapid One-Step Fluorescence Immunochromatographic Assay System for the Quantification of Microcystins,R25939
R11,Science,R25923,Development of a point-of-care assay system for high-sensitivity C-reactive protein in whole blood,R25924
R11,Science,R25973,A top-down document analysis method for logical structure recognition,R26005
R11,Science,R25973,A top-down document analysis method for logical structure recognition,R25974
R11,Science,R25940,Development of a one step strip test for the detection of sulfadimidine residues†,R25941
R11,Science,R25918,Development and evaluation of an immunochromatographic strip for trichinellosis detection,R25919
R11,Science,R25942,Preliminary evaluation of a lateral flow immunoassay device for screening urine samples for the presence of sulphamethazine,R25943
R11,Science,R25957,A dipstick immunoassay to rapidly measure serum oestrone sulfate concentrations in horses,R25958
R11,Science,R25946,Principles of some novel rapid dipstick methods for detection and characterization of verotoxigenic Escherichia coli,R25947
R11,Science,R25944,Development of an Immunochromatographic Lateral-Flow Test Strip for Rapid Detection of Sulfonamides in Eggs and Chicken Muscles,R25945
R11,Science,R25953,Quantitative computer image analysis of a human chorionic gonadotropin colloidal carbon dipstick assay,R25954
R11,Science,R25949,"Rapid, Sensitive, and Specific Lateral-Flow Immunochromatographic Device To Measure Anti-Anthrax Protective Antigen Immunoglobulin G in Serum and Whole Blood",R25950
R11,Science,R25951,One-step quantitative cortisol dipstick with proportional reading,R25952
R11,Science,R25963,Understanding multi-articled documents,R26000
R11,Science,R25963,Understanding multi-articled documents,R25964
R11,Science,R25955,A novel enhancement assay for immunochromatographic test strips using gold nanoparticles,R25956
R11,Science,R25969,Logical structure descriptions of segmented document images,R26003
R11,Science,R25969,Logical structure descriptions of segmented document images,R25970
R11,Science,R25967,Document Image Understanding,R25968
R11,Science,R25967,Document Image Understanding,R26002
R11,Science,R25965,A model based layout understanding method for the document recognition system,R26001
R11,Science,R25965,A model based layout understanding method for the document recognition system,R25966
R11,Science,R25971,Frame-based system for macro-typographical structure analysis in scientific papers,R26004
R11,Science,R25971,Frame-based system for macro-typographical structure analysis in scientific papers,R25972
R11,Science,R25975,Modeling documents for structure recognition using generalized N-grams,R25976
R11,Science,R25975,Modeling documents for structure recognition using generalized N-grams,R26006
R11,Science,R25977,Page grammars and page parsing. A syntactic approach to document layout recognition,R26007
R11,Science,R25977,Page grammars and page parsing. A syntactic approach to document layout recognition,R25978
R11,Science,R25929,One-step immunostrip test for the simultaneous detection of free and total prostate specific antigen in serum,R25930
R11,Science,R25959,Immunochromatographic Assay for Quantitation of Milk Progesterone.,R25960
R11,Science,R25981,Document image segmentation and text area ordering,R25982
R11,Science,R25981,Document image segmentation and text area ordering,R26009
R11,Science,R25983,Using stochastic syntactic analysis for extracting a logical structure from a document image,R25984
R11,Science,R25983,Using stochastic syntactic analysis for extracting a logical structure from a document image,R26010
R11,Science,R25987,Near-wordless document structure classification,R25988
R11,Science,R25987,Near-wordless document structure classification,R26012
R11,Science,R25979,Syntactic segmentation and labeling of digitized pages from technical journals,R25980
R11,Science,R25979,Syntactic segmentation and labeling of digitized pages from technical journals,R26008
R11,Science,R25985,Knowledge-based derivation of document logical structure,R25986
R11,Science,R25985,Knowledge-based derivation of document logical structure,R26011
R11,Science,R25993,Logical structure analysis of document images based on emergent computation,R26015
R11,Science,R25993,Logical structure analysis of document images based on emergent computation,R25994
R11,Science,R25989,Computer understanding of document structure,R26013
R11,Science,R25989,Computer understanding of document structure,R25990
R11,Science,R25995,Information theoretic analysis of postal address fields for automatic address interpretation,R25996
R11,Science,R26021,NASA CR-112236,R26022
R11,Science,R26019,Fachgruppe für konstruktive Fragen,R26020
R11,Science,R25997,Automated labeling in document images,R25998
R11,Science,R25997,Automated labeling in document images,R26016
R11,Science,R25991,Logical structure analysis of book document images using contents information,R25992
R11,Science,R25991,Logical structure analysis of book document images using contents information,R26014
R11,Science,R26027,The efficient design of adhesive bonded joints,R26028
R11,Science,R26029,NASA Technical Note,R26030
R11,Science,R26031,A THEORY FOR ELASTIC STRESSES IN ADHESIVE BONDED LAP JOINTS,R26032
R11,Science,R26023,Two Dimensional Displacement-Stress Distributions in Adhesive Bonded Composite Structures,R26024
R11,Science,R26025,Notes for Contributors,R26026
R11,Science,R26033,Bond Thickness Effects upon Stresses in Single-Lap Adhesive Joints,R26034
R11,Science,R26035,Stresses in Adhesively Bonded Joints: A Closed-Form Solution,R26036
R11,Science,R26041,Analysis of Adhesive‐Bonded Joints with Nonidentical Adherends,R26042
