ResearchFieldId,ResearchFieldLabel,PaperId,PaperTitle
R11,Science,R25898,Merging Single-Atom-Dispersed Silver and Carbon Nitride to a Joint Electronic System via Copolymerization with Silver Tricyanomethanide
R11,Science,R25916,An amplification-free hybridization-based DNA assay to detect Streptococcus pneumoniae utilizing the up-converting phosphor technology
R11,Science,R25912,"Development of a rapid, simple dipstick dye immunoassay for schistosomiasis diagnosis"
R11,Science,R25910,Immunochromatographic assay for simple and rapid detection of Satsuma dwarf virus and related viruses using monoclonal antibodies
R11,Science,R25921,fluorescence resonance energy transfer 
R11,Science,R25925,One-step competitive immunochromatographic assay for semiquantitative determination of lipoprotein(a) in plasma
R11,Science,R25927,Lateral Flow Immunoassay Using Europium (III) Chelate Microparticles and Time-Resolved Fluorescence for Eosinophils and Neutrophils in Whole Blood
R11,Science,R25934,Development of a One Step Strip Test for the Detection of (Dihydro)streptomycin Residues in Raw Milk
R11,Science,R25932,Immunochromatographic assay for determination of botulinum neurotoxin type D
R11,Science,R25936,Rapid Determination of Fumonisin B1in Food Samples by Enzyme-Linked Immunosorbent Assay and Colloidal Gold Immunoassay
R11,Science,R25938,Development of an Ultrarapid One-Step Fluorescence Immunochromatographic Assay System for the Quantification of Microcystins
R11,Science,R25923,Development of a point-of-care assay system for high-sensitivity C-reactive protein in whole blood
R11,Science,R25973,A top-down document analysis method for logical structure recognition
R11,Science,R25940,Development of a one step strip test for the detection of sulfadimidine residues†
R11,Science,R25918,Development and evaluation of an immunochromatographic strip for trichinellosis detection
R11,Science,R25942,Preliminary evaluation of a lateral flow immunoassay device for screening urine samples for the presence of sulphamethazine
R11,Science,R25957,A dipstick immunoassay to rapidly measure serum oestrone sulfate concentrations in horses
R11,Science,R25946,Principles of some novel rapid dipstick methods for detection and characterization of verotoxigenic Escherichia coli
R11,Science,R25944,Development of an Immunochromatographic Lateral-Flow Test Strip for Rapid Detection of Sulfonamides in Eggs and Chicken Muscles
R11,Science,R25953,Quantitative computer image analysis of a human chorionic gonadotropin colloidal carbon dipstick assay
R11,Science,R25949,"Rapid, Sensitive, and Specific Lateral-Flow Immunochromatographic Device To Measure Anti-Anthrax Protective Antigen Immunoglobulin G in Serum and Whole Blood"
R11,Science,R25951,One-step quantitative cortisol dipstick with proportional reading
R11,Science,R25963,Understanding multi-articled documents
R11,Science,R25955,A novel enhancement assay for immunochromatographic test strips using gold nanoparticles
R11,Science,R25969,Logical structure descriptions of segmented document images
R11,Science,R25967,Document Image Understanding
R11,Science,R25965,A model based layout understanding method for the document recognition system
R11,Science,R25971,Frame-based system for macro-typographical structure analysis in scientific papers
R11,Science,R25975,Modeling documents for structure recognition using generalized N-grams
R11,Science,R25977,Page grammars and page parsing. A syntactic approach to document layout recognition
R11,Science,R25929,One-step immunostrip test for the simultaneous detection of free and total prostate specific antigen in serum
R11,Science,R25959,Immunochromatographic Assay for Quantitation of Milk Progesterone.
R11,Science,R25981,Document image segmentation and text area ordering
R11,Science,R25983,Using stochastic syntactic analysis for extracting a logical structure from a document image
R11,Science,R25987,Near-wordless document structure classification
R11,Science,R25979,Syntactic segmentation and labeling of digitized pages from technical journals
R11,Science,R25985,Knowledge-based derivation of document logical structure
R11,Science,R25993,Logical structure analysis of document images based on emergent computation
R11,Science,R25989,Computer understanding of document structure
R11,Science,R25995,Information theoretic analysis of postal address fields for automatic address interpretation
R11,Science,R26021,NASA CR-112236
R11,Science,R26019,Fachgruppe für konstruktive Fragen
R11,Science,R25997,Automated labeling in document images
R11,Science,R25991,Logical structure analysis of book document images using contents information
R11,Science,R26027,The efficient design of adhesive bonded joints
R11,Science,R26029,NASA Technical Note
R11,Science,R26031,A THEORY FOR ELASTIC STRESSES IN ADHESIVE BONDED LAP JOINTS
R11,Science,R26023,Two Dimensional Displacement-Stress Distributions in Adhesive Bonded Composite Structures
R11,Science,R26025,Notes for Contributors
R11,Science,R26033,Bond Thickness Effects upon Stresses in Single-Lap Adhesive Joints
R11,Science,R26035,Stresses in Adhesively Bonded Joints: A Closed-Form Solution
R11,Science,R26041,Analysis of Adhesive‐Bonded Joints with Nonidentical Adherends
R11,Science,R26039,"Flexible, adjustable material hardness"
R11,Science,R26037,Products
R11,Science,R26047,Bond strength for adhesive-bonded single-lap joints
R11,Science,R26043,Development of a full elasto-plastic adhesive joint design analysis
R11,Science,R26045,A Method for the Stress Analysis of Lap Joints
R11,Science,R26049,"Design curve to characterize fatigue strength Shen, C.L., Wirsching, P.H. and Cashman, G.T. J. Eng. Mater. Technol. (Transact. ASME) (Oct. 1996) 118 (4), 535–541"
R11,Science,R26051,"Analysis of Adhesive-Bonded Joints, Square-End, and Spew-Fillet—High-Order Theory Approach"
R11,Science,R26057,Structural Adhesive Joints in Engineering
R11,Science,R26061,American Society for Composites 18th Annual Technical Conference
R11,Science,R26053,A two-dimensional stress analysis of single-lap adhesive joints of dissimilar adherends subjected to tensile loads
R11,Science,R26067,Subjective and objective assessment of acoustical and overall environmental quality in secondary school classrooms
R11,Science,R26055,Analysis of adhesive bonded joints: a unified approach
R11,Science,R26059,Strength of adhesive joints with adherend yielding: I. Analytical model
R11,Science,R26069,Decision support for improving occupant environmental satisfaction in office buildings: The relationship between sub-set of IEQ satisfaction and overall environmental satisfaction
R11,Science,R26065,"The impact of human perception of simultaneous exposure to thermal load, low-frequency ventilation noise and indoor air pollution"
R11,Science,R26073,Quantifying occupant comfort: are combined indices of the indoor environment practicable?
R11,Science,R26071,"A Comparative Study Of Discomfort Caused By Indoor Air Pollution, Thermal Load And Noisec"
R11,Science,R26081,A multivariate-logistic model for acceptance of indoor environmental quality (IEQ) in offices
R11,Science,R26075,An evaluation model for indoor environmental quality (IEQ) acceptance in residential buildings
R11,Science,R26079,Perception of importance and performance of the indoor environmental quality of high-rise residential buildings
R11,Science,R26091,Thermal comfort: analysis and applications in environmental engineering
R11,Science,R26077,Perceived Importance of the Quality of the Indoor Environment in Commercial Buildings
R11,Science,R26093,"Perceptions and symptoms as a function of indoor environmental factors, personal factors and building characteristics in office buildings"
R11,Science,R26084,Thermal comfort in residential buildings – Failure to predict by Standard model
R11,Science,R26087,Second-Level Post-Occupancy Evaluation Analysis
R11,Science,R26097,Differences in perception of indoor environ- ment between Japanese and non-Japanese workers
R11,Science,R26089,Environmental and human factors influencing thermal comfort of office occupants in hot—humid and hot—arid climates
R11,Science,R26105,Subjective indoor air quality in schools in relation to exposure
R11,Science,R26095,Field study on occupant comfort and the office thermal environment in rooms with displacement ventilation
R11,Science,R26101,"Subjective indoor air quality in schools- the influence of high room temperature, carpeting, fleecy wall materials and volatile organic compounds (VOC)"
R11,Science,R26109,The informal sector in research: Theory and practice
R11,Science,R26103,Combined effects of temperature and noise on human discomfort
R11,Science,R26113,Social invitation and the division of labor
R11,Science,R26115,"The underground economy in the United States: Reply to comments by Feige, Thomas, and Zilberfarb"
R11,Science,R26099,Linking indoor environment conditions to job satisfaction: a field study
R11,Science,R26111,"Underground activity and institutional change: Productive, protective and predatory behavior in transition economies"
R11,Science,R26117,The myth of the hidden economy: Towards a new understanding of informal economic activity
R11,Science,R26120,"The informal economy: Meaning, measurement and social significance"
R11,Science,R26125,Understanding the informal sector: A survey. WIDER WP 95
R11,Science,R26123,"Employment, Incomes and Equality. A Strategy for Increasing Productive Employment in Kenya"
R11,Science,R26128,Small scale entrepreneurs in Ghana and development planning
R11,Science,R26131,The underground economy in the United States and abroad
R11,Science,R26135,The informal economy: Studies in advanced and less developed countries
R11,Science,R26133,Towards a political economy of urbanization in third world countries
R11,Science,R26140,Integrating the unofficial economy into the dynamics of post-socialist economies: A framework of analysis and evidence
R11,Science,R26138,Understanding the informal sector: A survey
R11,Science,R26201,"An interactive, computer-aided ship scheduling system"
R11,Science,R26142,A model of the informal economy in transition economies. WP 122. The William Davidson Institute
R11,Science,R26144,"The size, origins, and character of Mongolia’s informal sector during the transition"
R11,Science,R26156,A Combined Vehicle Routing and Inventory Allocation Problem
R11,Science,R26165,A computational comparison of algorithms for the inventory routing problem
R11,Science,R26161,Analysis of a large scale vehicle routing problem with an inventory component
R11,Science,R26167,An Allocation and Distribution Model for Perishable Products
R11,Science,R26181,Dynamic allocations for multi-product distribution
R11,Science,R26175,Stochastic Inventory Routing: Route Design with Stockouts and Route Failures
R11,Science,R26173,An Integrated Inventory Allocation and Vehicle Routing Problem
R11,Science,R26184,"The Metered Inventory Routing Problem, an integrative heuristic algorithm"
R11,Science,R26192,Deliveries in an inventory/routing problem using stochastic dynamic programming
